,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
764,765,3,1,-1.0542067042449232,0,0,-0.4918744606632361,False,False,True
154,155,3,1,0.0,0,0,-0.5011867534870308,False,False,True
287,288,3,1,-0.5924805998028931,0,0,-0.4894421904510968,False,False,True
750,751,2,0,-1.9776589131289837,1,1,-0.18532384824750675,False,False,True
17,18,2,1,0.0,0,0,-0.3866707201133388,False,False,True
127,128,3,1,-0.4385718983222164,0,0,-0.5046257580584992,False,False,True
322,323,2,0,0.02315420611981384,0,0,-0.3997582667846179,False,True,False
255,256,3,0,-0.05380014462052453,0,2,-0.3414522396297103,True,False,False
770,771,3,1,-0.4385718983222164,0,0,-0.45714212526638004,False,False,True
856,857,1,0,1.1774694672248893,1,1,2.671117778445337,False,False,True
190,191,2,0,0.17706290760049057,0,0,-0.3866707201133388,False,False,True
115,116,3,1,-0.6694349505432314,0,0,-0.4888542575852486,False,False,True
737,738,1,1,0.40792595982150565,0,0,9.667166525013505,True,False,False
180,181,3,0,0.0,8,2,0.7519458402879414,False,False,True
301,302,3,1,0.0,2,0,-0.18029017645086096,False,True,False
679,680,1,1,0.48488031056184405,0,1,9.667166525013505,True,False,False
638,639,3,0,0.8696520642635358,0,5,0.1506737441786005,False,False,True
649,650,3,0,-0.5155262490625547,0,0,-0.49640476528021726,False,False,True
616,617,3,1,0.3309716090811673,1,1,-0.35848215805212236,False,False,True
596,597,2,0,0.0,0,0,0.016023023618325298,False,False,True
517,518,3,1,0.0,0,0,-0.1621689579829361,False,True,False
875,876,3,0,-1.1311610549852615,0,0,-0.5029485386158568,True,False,False
45,46,3,1,0.0,0,0,-0.4863374216869257,False,False,True
807,808,3,0,-0.9002980027642465,0,0,-0.4918744606632361,False,False,True
157,158,3,1,0.02315420611981384,0,0,-0.4863374216869257,False,False,True
665,666,2,1,0.17706290760049057,2,0,0.8314778546749452,False,False,True
171,172,3,1,-1.9776589131289837,4,1,-0.06199888922968463,False,True,False
16,17,3,1,-2.1315676146096605,4,1,-0.06199888922968463,False,True,False
511,512,3,1,0.0,0,0,-0.4863374216869257,False,False,True
48,49,3,1,0.0,2,0,-0.21191774308354583,True,False,False
862,863,1,0,1.4083325194459044,0,0,-0.1263453225405672,False,False,True
749,750,3,1,0.1001085568601522,0,0,-0.49237782784290063,False,True,False
515,516,1,1,1.3313781687055661,0,0,0.036576512298389464,False,False,True
617,618,3,0,-0.2846631968415396,1,0,-0.32425318983493084,False,False,True
480,481,3,1,-1.5928871594272918,5,2,0.2958951755118318,False,False,True
283,284,3,1,-0.8233436520239081,0,0,-0.4863374216869257,False,False,True
589,590,3,1,0.0,0,0,-0.4863374216869257,False,False,True
225,226,3,1,-0.5924805998028931,0,0,-0.4601623283443675,False,False,True
26,27,3,1,0.0,0,0,-0.5029485386158568,True,False,False
848,849,2,1,-0.1307544953608629,0,1,0.016023023618325298,False,False,True
437,438,2,0,-0.4385718983222164,2,3,-0.2708962687904854,False,False,True
844,845,3,1,-0.977252353504585,0,0,-0.47400492578514347,False,False,True
364,365,3,1,0.0,1,0,-0.3363340021468808,False,True,False
229,230,3,0,0.0,3,1,-0.13565761536436197,False,False,True
37,38,3,1,-0.6694349505432314,0,0,-0.4863374216869257,False,False,True
857,858,1,1,1.6391955716669195,0,0,-0.11384570873513637,False,False,True
374,375,3,0,-2.054613263869322,3,1,-0.22408312108167944,False,False,True
469,470,3,0,-2.2277605530350835,2,1,-0.26066180729354516,True,False,False
859,860,3,1,0.0,0,0,-0.5028639729296732,True,False,False
758,759,3,1,0.3309716090811673,0,0,-0.4863374216869257,False,False,True
651,652,2,0,-0.9002980027642465,0,1,-0.18532384824750675,False,False,True
194,195,1,0,1.100515116484551,0,0,-0.09027201697708476,True,False,False
760,761,3,1,0.0,0,0,-0.35646868933346404,False,False,True
868,869,3,1,0.0,0,0,-0.45714212526638004,False,False,True
503,504,3,0,0.5618346613021824,0,0,-0.455380340137554,False,False,True
861,862,2,1,-0.6694349505432314,1,0,-0.41687275089321363,False,False,True
741,742,1,1,0.48488031056184405,1,0,0.9391984311231651,False,False,True
579,580,3,1,0.17706290760049057,0,0,-0.4888542575852486,False,False,True
888,889,3,0,0.0,1,2,-0.17626323901354432,False,False,True
162,163,3,1,-0.2846631968415396,0,0,-0.4918744606632361,False,False,True
630,631,1,1,3.8708717431367323,0,0,-0.04438103794142432,False,False,True
152,153,3,1,1.985490149998442,0,0,-0.4863374216869257,False,False,True
684,685,2,1,2.3317847283299646,1,1,0.13683114673782454,False,False,True
629,630,3,1,0.0,0,0,-0.49271407711891657,False,True,False
675,676,3,1,-0.9002980027642465,0,0,-0.4918744606632361,False,False,True
111,112,3,0,-1.169638230355431,1,0,-0.3573908580066095,True,False,False
226,227,2,1,-0.8233436520239081,0,0,-0.43700743807979686,False,False,True
618,619,2,0,-1.9776589131289837,2,1,0.13683114673782454,False,False,True
103,104,3,1,0.25401725834082894,0,0,-0.4741720436887921,False,False,True
421,422,3,1,-0.6694349505432314,0,0,-0.49271407711891657,False,True,False
419,420,3,0,-1.5159328086869535,0,2,-0.1621689579829361,False,False,True
586,587,2,1,1.3313781687055661,0,0,-0.3464013457401724,False,False,True
119,120,3,0,-2.1315676146096605,4,2,-0.01870931177853076,False,False,True
53,54,2,0,-0.05380014462052453,1,0,-0.12491978668775715,False,False,True
151,152,1,0,-0.5924805998028931,1,0,0.6925485130875209,False,False,True
403,404,3,1,-0.1307544953608629,1,0,-0.32928686163157667,False,False,True
839,840,1,1,0.0,0,0,-0.05042144409739929,True,False,False
207,208,3,1,-0.2846631968415396,0,0,-0.2701412180209885,True,False,False
752,753,3,1,0.25401725834082894,0,0,-0.45714212526638004,False,False,True
717,718,2,0,-0.20770884610120124,0,0,-0.43700743807979686,False,False,True
8,9,3,0,-0.20770884610120124,0,2,-0.4242561406845337,False,False,True
722,723,2,1,0.3309716090811673,0,0,-0.3866707201133388,False,False,True
36,37,3,1,0.0,0,0,-0.5028639729296732,True,False,False
452,453,1,1,0.02315420611981384,0,0,-0.08968408411123653,True,False,False
253,254,3,1,0.02315420611981384,1,0,-0.32425318983493084,False,False,True
303,304,2,0,0.0,0,0,-0.3997582667846179,False,True,False
667,668,3,1,0.0,0,0,-0.4918744606632361,False,False,True
571,572,1,0,1.7931042731475964,2,0,0.38809593507663365,False,False,True
636,637,3,1,0.17706290760049057,0,0,-0.4888542575852486,False,False,True
714,715,2,1,1.7161499224072578,0,0,-0.3866707201133388,False,False,True
262,263,1,1,1.7161499224072578,1,1,0.955306180872432,False,False,True
610,611,3,0,0.7157433627828591,1,5,-0.01870931177853076,False,False,True
297,298,1,0,-2.1315676146096605,1,2,2.4029901895877646,False,False,True
414,415,3,1,1.100515116484551,0,0,-0.4888542575852486,False,False,True
150,151,2,1,1.6391955716669195,0,0,-0.39623469652696586,False,False,True
705,706,2,1,0.7157433627828591,0,0,-0.12491978668775715,False,False,True
789,790,1,1,1.2544238179652276,0,0,0.9462455716384695,True,False,False
550,551,1,1,-0.977252353504585,0,2,1.5841789061771412,True,False,False
488,489,3,1,0.02315420611981384,0,0,-0.4863374216869257,False,False,True
147,148,3,0,-1.5928871594272918,2,2,0.04370821849987721,False,False,True
146,147,3,1,-0.20770884610120124,0,0,-0.49145565916975514,False,False,True
836,837,3,1,-0.6694349505432314,0,0,-0.47400492578514347,False,False,True
826,827,3,1,0.0,0,0,0.48910360681684706,False,False,True
870,871,3,1,-0.2846631968415396,0,0,-0.4894421904510968,False,False,True
348,349,3,1,-2.054613263869322,1,1,-0.32828012727224753,False,False,True
463,464,2,1,1.4083325194459044,0,0,-0.3866707201133388,False,False,True
325,326,1,0,0.48488031056184405,0,0,2.0825124140450755,True,False,False
186,187,3,0,0.0,1,0,-0.3363340021468808,False,True,False
123,124,2,0,0.21554008297065974,0,0,-0.3866707201133388,False,False,True
759,760,1,0,0.25401725834082894,0,0,1.093228788100527,False,False,True
608,609,2,0,-0.5924805998028931,1,2,0.18876253192945994,True,False,False
143,144,3,1,-0.8233436520239081,0,0,-0.5125125150294839,False,True,False
851,852,3,1,3.409145638694702,0,0,-0.4918744606632361,False,False,True
197,198,3,1,0.9466064150038742,0,1,-0.47920571548543794,False,False,True
609,610,1,0,0.7926977135231975,0,0,2.441497778832105,False,False,True
279,280,3,0,0.40792595982150565,1,1,-0.24069423801061057,False,False,True
293,294,3,0,-0.4385718983222164,0,0,-0.4702296719376591,False,False,True
400,401,3,1,0.7157433627828591,0,0,-0.4888542575852486,False,False,True
122,123,2,1,0.21554008297065974,1,0,-0.04295550208861426,True,False,False
183,184,2,1,-2.208521965349999,2,1,0.13683114673782454,False,False,True
202,203,3,1,0.3309716090811673,0,0,-0.5176307525123133,False,False,True
438,439,1,1,2.6396021312913183,1,4,4.647001076532463,False,False,True
246,247,3,0,-0.361617547581878,0,0,-0.4918744606632361,False,False,True
415,416,3,0,0.0,0,0,-0.4863374216869257,False,False,True
788,789,3,1,-2.208521965349999,1,2,-0.23415046467497105,False,False,True
129,130,3,1,1.1774694672248893,0,0,-0.5079822104125026,False,False,True
637,638,2,1,0.1001085568601522,1,1,-0.11988611489111134,False,False,True
402,403,3,0,-0.6694349505432314,1,0,-0.4505983519307405,False,False,True
794,795,3,1,-0.361617547581878,0,0,-0.4894421904510968,False,False,True
689,690,1,0,-1.1311610549852615,0,1,3.6067927997556075,False,False,True
810,811,3,1,-0.2846631968415396,0,0,-0.4896093083547455,False,False,True
219,220,2,1,0.02315420611981384,0,0,-0.43700743807979686,False,False,True
641,642,1,0,-0.4385718983222164,0,0,0.7469121684912956,True,False,False
812,813,2,1,0.40792595982150565,0,0,-0.43700743807979686,False,False,True
672,673,2,1,3.1013282357333485,0,0,-0.43700743807979686,False,False,True
815,816,1,1,0.0,0,0,-0.6484216535389205,False,False,True
624,625,3,1,-0.6694349505432314,0,0,-0.32425318983493084,False,False,True
855,856,3,0,-0.9002980027642465,0,1,-0.4601623283443675,False,False,True
680,681,3,0,0.0,0,0,-0.48457563655809965,False,True,False
386,387,3,1,-2.208521965349999,5,2,0.2958951755118318,False,False,True
863,864,3,0,0.0,8,2,0.7519458402879414,False,False,True
509,510,3,1,-0.2846631968415396,0,0,0.48910360681684706,False,False,True
267,268,3,1,-0.361617547581878,1,0,-0.4918744606632361,False,False,True
732,733,2,1,0.0,0,0,-0.6484216535389205,False,False,True
441,442,3,1,-0.7463893012835698,0,0,-0.45714212526638004,False,False,True
496,497,1,0,1.8700586238879346,1,0,0.9274538680872313,True,False,False
112,113,3,1,-0.5924805998028931,0,0,-0.4863374216869257,False,False,True
232,233,2,1,2.2548303775896263,0,0,-0.3766033765200472,False,False,True
774,775,2,0,1.8700586238879346,1,3,-0.18532384824750675,False,False,True
607,608,1,1,-0.20770884610120124,0,0,-0.034313694348132716,False,False,True
671,672,1,1,0.1001085568601522,1,0,0.39858208016340624,False,False,True
373,374,1,1,-0.5924805998028931,0,0,2.0825124140450755,True,False,False
872,873,1,1,0.25401725834082894,0,0,-0.5477482176060045,False,False,True
751,752,3,1,-1.8237502116483069,0,1,-0.397241430886295,False,False,True
233,234,3,0,-1.9007045623886454,4,2,-0.016444159470040135,False,False,True
806,807,1,1,0.7157433627828591,0,0,-0.6484216535389205,False,False,True
676,677,3,1,-0.4000947229520472,0,0,-0.4863374216869257,False,False,True
317,318,2,1,1.8700586238879346,0,0,-0.36653603292675563,False,False,True
648,649,3,1,0.0,0,0,-0.49640476528021726,False,False,True
410,411,3,1,0.0,0,0,-0.4894421904510968,False,False,True
798,799,3,1,0.02315420611981384,0,0,-0.5028639729296732,True,False,False
358,359,3,0,0.0,0,0,-0.48977642625839407,False,True,False
258,259,1,0,0.40792595982150565,0,0,9.667166525013505,True,False,False
627,628,1,0,-0.6694349505432314,0,0,0.921244330558889,False,False,True
632,633,1,1,0.17706290760049057,0,0,-0.034313694348132716,True,False,False
282,283,3,1,-1.0542067042449232,0,0,-0.45714212526638004,False,False,True
376,377,3,0,-0.5924805998028931,0,0,-0.5024451714361923,False,False,True
384,385,3,1,0.0,0,0,-0.4894421904510968,False,False,True
224,225,1,1,0.6387890120425208,1,0,1.163700193253568,False,False,True
846,847,3,1,0.0,8,2,0.7519458402879414,False,False,True
728,729,2,1,-0.361617547581878,1,0,-0.12491978668775715,False,False,True
472,473,2,0,0.25401725834082894,1,2,-0.08968408411123653,False,False,True
347,348,3,0,0.0,1,0,-0.32425318983493084,False,False,True
505,506,1,1,-0.9002980027642465,1,0,1.5442457810799908,True,False,False
639,640,3,1,0.0,1,0,-0.32425318983493084,False,False,True
878,879,3,1,0.0,0,0,-0.4894421904510968,False,False,True
824,825,3,1,-2.1315676146096605,4,1,0.1506737441786005,False,False,True
803,804,3,1,-2.2531554887793948,0,1,-0.47694056317694733,True,False,False
619,620,2,1,-0.2846631968415396,0,0,-0.43700743807979686,False,False,True
761,762,3,1,0.8696520642635358,0,0,-0.5049620073345151,False,False,True
645,646,1,1,1.4083325194459044,1,0,0.8964967865378598,True,False,False
754,755,2,0,1.4083325194459044,1,2,0.6603330135889879,False,False,True
556,557,1,0,1.4083325194459044,1,0,0.1489119590497745,True,False,False
850,851,3,1,-1.9776589131289837,4,2,-0.01870931177853076,False,False,True
577,578,1,0,0.7157433627828591,1,0,0.4771073601910807,False,False,True
85,86,3,0,0.25401725834082894,3,0,-0.32928686163157667,False,False,True
242,243,2,1,-0.05380014462052453,0,0,-0.43700743807979686,False,False,True
698,699,1,1,1.4852868701862427,1,1,1.5841789061771412,True,False,False
159,160,3,1,0.0,8,2,0.7519458402879414,False,False,True
524,525,3,1,0.0,0,0,-0.5028639729296732,True,False,False
35,36,1,1,0.9466064150038742,1,0,0.39858208016340624,False,False,True
540,541,1,0,0.48488031056184405,0,2,0.7811411367084872,False,False,True
170,171,1,1,2.4087390790703034,0,0,0.026090367211616904,False,False,True
654,655,3,0,-0.9002980027642465,0,0,-0.5125125150294839,False,True,False
786,787,3,0,-0.9002980027642465,0,0,-0.4974960653257301,False,False,True
755,756,2,1,-2.23391690109431,1,1,-0.35646868933346404,False,False,True
838,839,3,1,0.17706290760049057,0,0,0.48910360681684706,False,False,True
95,96,3,1,0.0,0,0,-0.4863374216869257,False,False,True
563,564,3,1,0.0,0,0,-0.4863374216869257,False,False,True
240,241,3,0,0.0,1,0,-0.3573908580066095,True,False,False
574,575,3,1,-1.0542067042449232,0,0,-0.4863374216869257,False,False,True
690,691,1,1,0.1001085568601522,1,0,0.49925551609632224,False,False,True
460,461,1,1,1.4083325194459044,0,0,-0.11384570873513637,False,False,True
553,554,3,1,-0.5924805998028931,0,0,-0.5029485386158568,True,False,False
780,781,3,0,-1.2850697564659384,0,0,-0.5028639729296732,True,False,False
206,207,3,1,0.17706290760049057,1,0,-0.32928686163157667,False,False,True
392,393,3,1,-0.1307544953608629,2,0,-0.4888542575852486,False,False,True
397,398,2,1,1.2544238179652276,0,0,-0.12491978668775715,False,False,True
756,757,3,1,-0.1307544953608629,0,0,-0.49145565916975514,False,False,True
217,218,2,1,0.9466064150038742,1,0,-0.10478509950117394,False,False,True
4,5,3,1,0.40792595982150565,0,0,-0.4863374216869257,False,False,True
642,643,3,0,-2.1315676146096605,3,2,-0.08666388103324908,False,False,True
797,798,3,0,0.1001085568601522,0,0,-0.4735861242916626,False,False,True
612,613,3,0,0.0,1,0,-0.3363340021468808,False,True,False
738,739,3,1,0.0,0,0,-0.4894421904510968,False,False,True
546,547,2,0,-0.8233436520239081,1,0,-0.12491978668775715,False,False,True
725,726,3,1,-0.7463893012835698,0,0,-0.47400492578514347,False,False,True
683,684,3,1,-1.2081154057256,5,2,0.2958951755118318,False,False,True
98,99,2,0,0.3309716090811673,0,1,-0.18532384824750675,False,False,True
727,728,3,0,0.0,0,0,-0.4926295114327329,False,True,False
573,574,3,0,0.0,0,0,-0.49237782784290063,False,True,False
406,407,3,1,1.6391955716669195,0,0,-0.49237782784290063,False,False,True
502,503,3,0,0.0,0,0,-0.4948100980550399,False,True,False
47,48,3,0,0.0,0,0,-0.49237782784290063,False,True,False
32,33,3,0,0.0,0,0,-0.49237782784290063,False,True,False
200,201,3,1,-0.1307544953608629,0,0,-0.45714212526638004,False,False,True
134,135,2,1,-0.361617547581878,0,0,-0.3866707201133388,False,False,True
27,28,1,1,-0.8233436520239081,3,2,4.647001076532463,False,False,True
847,848,3,1,0.40792595982150565,0,0,-0.4894421904510968,True,False,False
230,231,1,0,0.40792595982150565,1,0,1.0323213593611125,False,False,True
489,490,3,1,-1.5928871594272918,1,1,-0.32828012727224753,False,False,True
378,379,3,1,-0.7463893012835698,0,0,-0.5676312212027554,True,False,False
288,289,2,1,0.9466064150038742,0,0,-0.3866707201133388,False,False,True
418,419,2,1,0.02315420611981384,0,0,-0.3866707201133388,False,False,True
674,675,2,1,0.0,0,0,-0.6484216535389205,False,False,True
391,392,3,1,-0.6694349505432314,0,0,-0.49145565916975514,False,False,True
592,593,3,1,1.3313781687055661,0,0,-0.5024451714361923,False,False,True
498,499,1,0,-0.361617547581878,1,2,2.4029901895877646,False,False,True
138,139,3,1,-1.0542067042449232,0,0,-0.4628462821463391,False,False,True
62,63,1,1,1.1774694672248893,1,0,1.0323213593611125,False,False,True
471,472,3,1,0.6387890120425208,0,0,-0.47400492578514347,False,False,True
647,648,1,1,2.0239673253686115,0,0,0.06635974158478332,True,False,False
128,129,3,0,0.0,1,1,-0.19824427701513722,True,False,False
867,868,1,1,0.1001085568601522,0,0,0.3682954836973478,False,False,True
520,521,1,0,0.02315420611981384,0,0,1.2341715984066093,False,False,True
64,65,1,1,0.0,0,0,-0.09027201697708476,True,False,False
14,15,3,0,-1.2081154057256,0,0,-0.4902797934380587,False,False,True
156,157,3,0,-1.0542067042449232,0,0,-0.49271407711891657,False,True,False
40,41,3,0,0.7926977135231975,1,0,-0.4576454924460446,False,False,True
492,493,1,1,1.947012974628273,0,0,-0.034313694348132716,False,False,True
379,380,3,1,-0.8233436520239081,0,0,-0.4918744606632361,False,False,True
187,188,1,1,1.1774694672248893,0,0,-0.11384570873513637,False,False,True
763,764,1,0,0.48488031056184405,1,2,1.7677408088510642,False,False,True
216,217,3,0,-0.20770884610120124,0,0,-0.4888542575852486,False,False,True
52,53,1,0,1.4852868701862427,1,0,0.8964967865378598,True,False,False
337,338,1,0,0.8696520642635358,0,0,2.059693773056521,True,False,False
748,749,1,1,-0.8233436520239081,1,0,0.4207302360686478,False,False,True
719,720,3,1,0.25401725834082894,0,0,-0.4918744606632361,False,False,True
724,725,1,1,-0.20770884610120124,1,0,0.4207302360686478,False,False,True
295,296,1,1,0.0,0,0,-0.09027201697708476,True,False,False
701,702,1,1,0.40792595982150565,0,0,-0.11913106412161445,False,False,True
251,252,3,0,-0.05380014462052453,1,1,-0.43776248884929375,False,False,True
726,727,2,0,0.02315420611981384,3,0,-0.22559322262067316,False,False,True
461,462,3,1,0.3309716090811673,0,0,-0.4863374216869257,False,False,True
455,456,3,1,-0.05380014462052453,0,0,-0.4894421904510968,True,False,False
887,888,1,0,-0.8233436520239081,0,0,-0.04438103794142432,False,False,True
269,270,1,0,0.40792595982150565,0,0,2.0825124140450755,False,False,True
201,202,3,1,0.0,8,2,0.7519458402879414,False,False,True
161,162,2,0,0.7926977135231975,0,0,-0.331300330350235,False,False,True
555,556,1,1,2.4856934298106417,0,0,-0.11384570873513637,False,False,True
729,730,3,0,-0.361617547581878,1,0,-0.4888542575852486,False,False,True
401,402,3,1,-0.2846631968415396,0,0,-0.4863374216869257,False,False,True
702,703,3,0,-0.9002980027642465,0,1,-0.3573908580066095,True,False,False
476,477,2,1,0.3309716090811673,1,0,-0.22559322262067316,False,False,True
771,772,3,1,1.4083325194459044,0,0,-0.4902797934380587,False,False,True
105,106,3,1,-0.1307544953608629,0,0,-0.4894421904510968,False,False,True
565,566,3,1,-0.4385718983222164,2,0,-0.1621689579829361,False,False,True
389,390,2,0,-0.977252353504585,0,0,-0.40680540729992204,True,False,False
1,2,1,0,0.6387890120425208,1,0,0.7868452935884461,True,False,False
832,833,3,1,0.0,0,0,-0.5028639729296732,True,False,False
561,562,3,1,0.7926977135231975,0,0,-0.4894421904510968,False,False,True
80,81,3,1,-0.5924805998028931,0,0,-0.46720946885967163,False,False,True
205,206,3,0,-2.1315676146096605,0,1,-0.43776248884929375,False,False,True
34,35,1,1,-0.1307544953608629,1,0,1.0060617003323709,True,False,False
775,776,3,1,-0.9002980027642465,0,0,-0.49237782784290063,False,False,True
508,509,3,1,-0.1307544953608629,0,0,-0.1948878246611338,False,False,True
427,428,2,0,-0.8233436520239081,0,0,-0.12491978668775715,False,False,True
454,455,3,1,0.0,0,0,-0.4863374216869257,False,False,True
366,367,1,0,2.3317847283299646,1,0,0.8667135572514657,True,False,False
91,92,3,1,-0.7463893012835698,0,0,-0.4902797934380587,False,False,True
339,340,1,1,1.1774694672248893,0,0,0.06635974158478332,False,False,True
564,565,3,0,0.0,0,0,-0.4863374216869257,False,False,True
345,346,2,0,-0.4385718983222164,0,0,-0.3866707201133388,False,False,True
776,777,3,1,0.0,0,0,-0.49237782784290063,False,True,False
241,242,3,0,0.0,1,0,-0.3363340021468808,False,True,False
13,14,3,1,0.7157433627828591,1,5,-0.01870931177853076,False,False,True
315,316,3,0,-0.2846631968415396,0,0,-0.4902797934380587,False,False,True
600,601,2,0,-0.4385718983222164,2,1,-0.10478509950117394,False,False,True
387,388,2,0,0.48488031056184405,0,0,-0.3866707201133388,False,False,True
273,274,1,1,0.5618346613021824,0,1,-0.05042144409739929,True,False,False
166,167,1,0,0.0,0,1,0.4589861417231558,False,False,True
883,884,2,1,-0.1307544953608629,0,0,-0.43700743807979686,False,False,True
646,647,3,1,-0.8233436520239081,0,0,-0.4894421904510968,False,False,True
818,819,3,1,1.0235607657442125,0,0,-0.5185529211854588,False,False,True
484,485,1,1,-0.361617547581878,1,0,1.1854295476653287,True,False,False
873,874,3,1,1.3313781687055661,0,0,-0.46720946885967163,False,False,True
504,505,1,0,-1.0542067042449232,0,0,1.093228788100527,False,False,True
831,832,2,1,-2.2216042049758564,1,1,-0.2708962687904854,False,False,True
243,244,3,1,-0.5924805998028931,0,0,-0.5049620073345151,False,False,True
566,567,3,1,-0.8233436520239081,0,0,-0.4894421904510968,False,False,True
562,563,2,1,-0.1307544953608629,0,0,-0.3766033765200472,False,False,True
686,687,3,1,-1.2081154057256,4,1,0.1506737441786005,False,False,True
189,190,3,1,0.48488031056184405,0,0,-0.4894421904510968,False,False,True
782,783,1,1,-0.05380014462052453,0,0,-0.04438103794142432,False,False,True
699,700,3,1,0.9466064150038742,0,0,-0.494391296561559,False,False,True
475,476,1,1,0.0,0,0,0.39858208016340624,False,False,True
681,682,1,1,-0.20770884610120124,0,0,0.8964967865378598,True,False,False
510,511,3,1,-0.05380014462052453,0,0,-0.49237782784290063,False,True,False
58,59,2,0,-1.9007045623886454,1,2,-0.08968408411123653,False,False,True
474,475,3,0,-0.5924805998028931,0,0,-0.45034666834090825,False,False,True
560,561,3,1,0.0,0,0,-0.49237782784290063,False,True,False
747,748,2,0,0.02315420611981384,0,0,-0.3866707201133388,False,False,True
252,253,1,1,2.4856934298106417,0,0,-0.11384570873513637,False,False,True
21,22,2,1,0.3309716090811673,0,0,-0.3866707201133388,False,False,True
313,314,3,1,-0.1307544953608629,0,0,-0.4894421904510968,False,False,True
459,460,3,1,0.0,0,0,-0.49237782784290063,False,True,False
160,161,3,1,1.100515116484551,0,1,-0.32425318983493084,False,False,True
276,277,3,0,1.1774694672248893,0,0,-0.49237782784290063,False,False,True
191,192,2,1,-0.8233436520239081,0,0,-0.3866707201133388,False,False,True
385,386,2,1,-0.9002980027642465,0,0,0.8314778546749452,False,False,True
805,806,3,1,0.1001085568601522,0,0,-0.4918744606632361,False,False,True
413,414,2,1,0.0,0,0,-0.6484216535389205,False,False,True
491,492,3,1,-0.6694349505432314,0,0,-0.5024451714361923,False,False,True
343,344,2,1,-0.361617547581878,0,0,-0.3866707201133388,False,False,True
769,770,3,1,0.17706290760049057,0,0,-0.4800453319411184,False,False,True
308,309,2,1,0.02315420611981384,1,0,-0.16518916106092355,True,False,False
661,662,3,1,0.7926977135231975,0,0,-0.5029485386158568,True,False,False
130,131,3,1,0.25401725834082894,0,0,-0.4894421904510968,True,False,False
663,664,3,1,0.48488031056184405,0,0,-0.4974960653257301,False,False,True
871,872,1,0,1.3313781687055661,1,1,0.40974072380221066,False,False,True
99,100,2,1,0.3309716090811673,1,0,-0.12491978668775715,False,False,True
372,373,3,1,-0.8233436520239081,0,0,-0.4863374216869257,False,False,True
87,88,3,1,0.0,0,0,-0.4863374216869257,False,False,True
458,459,2,0,1.5622412209265812,0,0,-0.43700743807979686,False,False,True
330,331,3,0,0.0,2,0,-0.18029017645086096,False,True,False
214,215,3,1,0.0,1,0,-0.49237782784290063,False,True,False
466,467,2,1,0.0,0,0,-0.6484216535389205,False,False,True
121,122,3,1,0.0,0,0,-0.4863374216869257,False,False,True
614,615,3,1,0.40792595982150565,0,0,-0.4863374216869257,False,False,True
20,21,2,1,0.40792595982150565,0,0,-0.12491978668775715,False,False,True
700,701,1,0,-0.9002980027642465,1,0,3.9327230485884233,True,False,False
71,72,3,0,-1.0542067042449232,5,2,0.2958951755118318,False,False,True
106,107,3,0,-0.6694349505432314,0,0,-0.494391296561559,False,False,True
270,271,1,1,0.0,0,0,-0.024246350754841113,False,False,True
860,861,3,1,0.8696520642635358,2,0,-0.36435544630444866,False,False,True
435,436,1,0,-1.2081154057256,1,2,1.7677408088510642,False,False,True
102,103,1,1,-0.6694349505432314,0,1,0.907737982394129,False,False,True
